index,メーカー,モデル名,url,本体価格,支払価格,走行距離,登録済未使用車,禁煙車,車検,年式（初度登録）,排気量,乗車定員,駆動方式,燃料,ドア,ミッション,過給器,車体色,車台番号下3桁,その他仕様,全体のサイズ,荷台寸法,全長×全幅×全高,車両重量,駆動形式,使用燃料,最高出力,WLTCモード燃費,JC08モード燃費,10/15モード燃費,保証,法定整備,外装,内装,修復歴
1592,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/19/917022060800803154001.html,75.9万円,82.2万円,4.0万km,0,0,2023年5月,2016,660,4,2WD,ガソリン,5D,インパネAT,0,スマートブラック,829,−,−,−,3395x1475x1655mm,830,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,29.4km/リットル,−,1,1,4,4,有 軽度
1593,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/12/965022080300404141012.html,138.9万円,149.9万円,3.4万km,0,1,車検整備付,2018,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,79,−,−,−,3395x1475x1750mm,960,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,26.0km/リットル,−,1,1,4,4,無し
1594,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/19/965022070500804687001.html,229.7万円,239.7万円,13km,1,1,2024年11月,2021,660,4,4WD,ガソリン,3D,5MT,0,ジャングルグリーン,904,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,0,5,5,無し
1595,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/19/965022092100803960009.html,259.7万円,268.2万円,0.5万km,0,1,2024年4月,2021,660,4,4WD,ガソリン,3D,4AT,0,ブルーイッシュブラックパール３,329,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,1,5,5,無し
1596,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/15/965022082000207316003.html,239.9万円,249万円,0.2万km,0,1,2025年1月,2022,660,4,2WD,ガソリン,5D,CVT,1,プラチナホワイト・パール,97,−,−,−,3395x1475x1790mm,930,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,20.2km/リットル,25.0km/リットル,−,1,1,5,5,無し
1597,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/19/965022081200804687002.html,109.7万円,118.2万円,6.5万km,0,1,2024年3月,2016,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,960,−,−,−,3395x1475x1750mm,940,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,4,4,無し
1598,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/16/700070661930220819001.html,139.8万円,154.8万円,4km,1,1,2024年11月,2021,660,4,2WD,ハイブリッド,5D,CVT,0,ピュアホワイトパール,225,−,−,−,3395x1475x1680mm,810,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25km/リットル,30.4km/リットル,−,1,0,5,5,無し
1599,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/19/965022050200804321003.html,139.9万円,152.1万円,6km,1,1,2025年4月,2022,660,4,2WD,ハイブリッド,5D,インパネAT,0,オフブルーメタリック,986,−,−,−,3395x1475x1785mm,850,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,30.0km/リットル,−,1,0,5,5,無し
1600,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/15/965022090900207965002.html,199.9万円,210.5万円,6km,1,1,2025年8月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,プラチナホワイト・パール,765,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,0,5,5,無し
1601,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/11/965022082400903999006.html,153.9万円,164.8万円,2.4万km,0,1,車検整備付,2019,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラック・パール,197,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,3,4,無し
1602,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/12/965022080800404141012.html,164.9万円,176.6万円,8km,1,1,2025年7月,2022,660,4,2WD,ハイブリッド,5D,インパネAT,1,オフブルーメタリック,76,−,−,−,3395x1475x1680mm,810,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25km/リットル,30.4km/リットル,−,1,0,5,5,無し
1603,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/11/965022062300903590002.html,154.9万円,165.4万円,8km,1,1,2025年6月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラック・パール,580,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,0,5,5,無し
1604,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/18/700130099830211219007.html,114.9万円,130万円,3km,1,1,2024年12月,2021,660,4,2WD,ハイブリッド,5D,CVT,0,パールホワイト,965,−,−,−,3395x1475x1785mm,850,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,30.0km/リットル,−,1,1,5,5,無し
1605,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/19/965022031500803960008.html,129.7万円,139.3万円,6km,0,1,2024年9月,2021,660,4,2WD,ガソリン,5D,CVT,0,シフォンアイボリーメタリック,621,−,−,−,3395x1475x1525mm,680,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,25.2km/リットル,30.2km/リットル,−,1,0,5,5,無し
1606,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/19/965022071306300620002.html,239.9万円,249.6万円,150km,0,1,2025年5月,2022,660,4,4WD,ガソリン,3D,4AT,0,ブルーイッシュブラックパール３,353,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,1,5,5,無し
1607,スズキ,ワゴンＲスマイル,https://www.goo-net.com/usedcar/spread/goo/10/965022090300300112010.html,174.7万円,185.2万円,6km,1,1,2025年8月,2022,660,4,4WD,ハイブリッド,5D,CVT,0,ブルーイッシュブラックパール３,896,−,−,−,3395x1475x1695mm,920,フルタイム４WD,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,23.6km/リットル,27.8km/リットル,−,1,0,5,5,無し
1608,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/13/917022100100507852004.html,110万円,118.5万円,2.7万km,0,0,車検整備付,2018,660,4,2WD,ガソリン,5D,インパネAT,1,プレミアムホワイトパール,957,−,−,−,3395x1475x1655mm,850,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,26.0km/リットル,−,1,1,3,4,無し
1609,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/965022091800530280001.html,195.9万円,204.9万円,0.1万km,0,1,2024年12月,2021,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムサンライトホワイト・パール,53,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,20.2km/リットル,25.6km/リットル,−,1,1,5,5,無し
1610,ダイハツ,ムーヴキャンバス,https://www.goo-net.com/usedcar/spread/goo/19/965022070200804321002.html,165.9万円,177.7万円,7km,1,1,2025年3月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイトＩＩＩ×ファインミントメタリック,281,−,−,−,3395x1475x1655mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,20.6km/リットル,28.6km/リットル,−,1,0,5,5,無し
1611,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/14/965022071601200923012.html,169.9万円,179.4万円,9km,1,1,2024年2月,2021,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラック・パール,787,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,0,5,5,無し
1612,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/19/965022083106300620003.html,105.9万円,115.9万円,6.1万km,0,1,車検整備付,2017,660,4,2WD,ハイブリッド,5D,インパネAT,0,フェニックスレッドパール,76,−,−,−,3395x1475x1665mm,800,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,32.0km/リットル,−,1,1,5,4,無し
1613,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/16/965022082800208825013.html,189.9万円,200.3万円,10km,1,1,2025年4月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,シャイニングホワイトパール,263,−,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,20.5km/リットル,25.7km/リットル,−,1,0,5,5,無し
1614,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/13/700050738130220708003.html,202.8万円,211万円,108km,0,1,2025年6月,2022,660,4,2WD,ガソリン,5D,インパネAT,1,クリスタルブラックパール,151,−,−,−,3395x1475x1545mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,21.8km/リットル,25.6km/リットル,−,1,1,5,5,無し
1615,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/16/965022090800707311011.html,249.9万円,262万円,11km,1,1,2025年8月,2022,660,4,4WD,ガソリン,3D,4AT,1,ジャングルグリーン,694,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,0,5,5,無し
1616,ダイハツ,ウェイク,https://www.goo-net.com/usedcar/spread/goo/15/965022082400207965004.html,124.9万円,135.9万円,5.2万km,0,1,車検整備付,2016,660,4,2WD,ガソリン,5D,インパネAT,0,ブルーマイカメタリック,882,−,−,−,3395x1475x1835mm,1020,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,23.8km/リットル,−,1,1,4,4,無し
1617,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/14/965022081301200347005.html,168.9万円,179.6万円,6km,1,1,2025年8月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,サンドベージュメタリック,519,−,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,20.5km/リットル,25.7km/リットル,−,1,0,5,5,無し
1618,スズキ,ワゴンＲスマイル,https://www.goo-net.com/usedcar/spread/goo/10/965022071600310464008.html,172.7万円,182.7万円,10km,0,1,2024年12月,2021,660,4,4WD,ハイブリッド,5D,インパネAT,0,ブルーイッシュブラックパール３,453,−,−,−,3395x1475x1695mm,910,フルタイム４WD,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,23.6km/リットル,27.8km/リットル,−,1,0,5,5,無し
1619,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/15/965022092500207096002.html,110.9万円,118.9万円,4.8万km,0,1,2023年7月,2014,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイトＩＩＩ,910,−,−,−,3395x1475x1750mm,940,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,4,4,無し
1620,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/10/965022071300300112001.html,79.7万円,87.5万円,1.6万km,0,1,2023年7月,2018,660,4,4WD,ガソリン,5D,インパネAT,0,スカイブルーメタリック,820,−,−,−,3395x1475x1510mm,720,フルタイム４WD,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,−,32.2km/リットル,−,1,1,4,4,無し
1621,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/15/700020830930220918008.html,34.8万円,44.8万円,4.9万km,0,1,車検整備付,2011,660,4,2WD,ガソリン,5D,4AT,0,パールホワイト,580,−,−,−,3395x1475x1660mm,830,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.0km/リットル,1,1,3,4,無し
1622,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/15/700020830930220415002.html,26.8万円,36.8万円,8.1万km,0,1,車検整備付,2011,660,4,2WD,ガソリン,5D,インパネAT,0,マルーンブラウンパール,336,−,−,−,3395x1475x1510mm,800,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,22.8km/リットル,25.0km/リットル,1,1,4,4,無し
1623,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/11/965022052700903999001.html,145.9万円,156.3万円,3km,1,1,2025年4月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラック・パール,758,−,−,−,3395x1475x1790mm,−,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,0,5,5,無し
1624,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/15/965022092300207316004.html,239.9万円,250.8万円,0.4万km,0,1,2025年5月,2022,660,4,4WD,ガソリン,3D,5MT,1,ブルーイッシュブラックパール３,706,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,1,5,5,無し
1625,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/14/965022062601157656001.html,239.9万円,249.9万円,6km,1,1,2024年11月,2021,660,4,4WD,ガソリン,3D,4AT,1,シフォンアイボリーメタリック,924,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,0,5,5,無し
1626,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/11/965022060800903999005.html,129.9万円,140.2万円,11km,1,1,2025年5月,2022,660,4,2WD,ハイブリッド,5D,インパネAT,0,ブルーイッシュブラックパール３,804,−,−,−,3395x1475x1785mm,850,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,30.0km/リットル,−,1,0,5,5,無し
1627,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/16/965022072600710099007.html,139.9万円,148.1万円,2.9万km,0,1,2023年10月,2016,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,467,−,−,−,3395x1475x1750mm,940,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,4,4,無し
1628,スズキ,スペーシアカスタム,https://www.goo-net.com/usedcar/spread/goo/15/965022092100208212004.html,199.9万円,212.2万円,6km,0,1,2025年9月,2022,660,4,2WD,ハイブリッド,5D,インパネAT,1,ピュアホワイトパール,924,−,−,−,3395x1475x1785mm,900,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.6km/リットル,−,1,0,5,5,無し
1629,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/15/965022092500207490001.html,65.9万円,76.9万円,4.5万km,0,1,車検整備付,2013,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラック・パール,444,−,−,−,3395x1475x1610mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,4,無し
1630,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/15/965022090300207490003.html,119.9万円,127.3万円,2.6万km,0,1,2022年12月,2017,660,4,2WD,ガソリン,5D,インパネAT,1,アメジストブラックパール,145,−,−,−,3395x1475x1775mm,960,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,22.2km/リットル,−,1,1,4,4,無し
1631,ダイハツ,タントエグゼ,https://www.goo-net.com/usedcar/spread/goo/13/700058050830220927001.html,43.8万円,54.1万円,5.7万km,0,0,車検整備付,2010,660,4,2WD,ガソリン,5D,コラムAT,1,クリムゾンブラッククリスタルマイカ,546,−,−,−,3395x1475x1730mm,920,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,−,19.0km/リットル,1,1,4,4,有 軽度
1632,ダイハツ,ムーヴキャンバス,https://www.goo-net.com/usedcar/spread/goo/15/965022062300207776011.html,155.9万円,167.7万円,6km,1,1,2025年5月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,571,−,−,−,3395x1475x1655mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,20.6km/リットル,28.6km/リットル,−,1,0,5,5,無し
1633,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/18/700130099830211207001.html,117.9万円,133万円,8km,1,1,2024年10月,2021,660,4,2WD,ハイブリッド,5D,CVT,0,オフブルー,379,−,−,−,3395x1475x1680mm,810,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25km/リットル,30.4km/リットル,−,1,1,5,5,無し
1634,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/18/965022090801301122006.html,145.9万円,153.5万円,1.6万km,0,1,2023年2月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,シルキーホワイトパール,744,−,−,−,3395x1475x1775mm,960,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,22.2km/リットル,−,1,1,4,4,無し
1635,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/14/965022082401200214006.html,249.9万円,262.2万円,10km,1,1,2025年7月,2022,660,4,4WD,ガソリン,3D,4AT,0,ミディアムグレー,564,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,0,5,5,無し
1636,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/19/965022091700802828006.html,159.9万円,168.5万円,1.3万km,0,1,2024年5月,2021,660,4,2WD,ガソリン,5D,インパネAT,0,レイクブルーメタリック,453,−,−,−,3395x1475x1630mm,840,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,20.2km/リットル,25.4km/リットル,−,1,1,5,4,無し
1637,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/15/965022071900204285007.html,194.9万円,203.2万円,0.4万km,0,1,2025年2月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラック・パール,685,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,1,5,5,無し
1638,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/18/700130099830220116011.html,142.9万円,158万円,4km,1,1,2024年11月,2021,660,4,2WD,ガソリン,5D,CVT,0,ブラウン,667,−,−,−,3395x1475x1790mm,900,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,1,5,5,無し
1639,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/19/965022070500803960004.html,99.7万円,107.7万円,1.3万km,0,1,2023年10月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,プレミアムパープル（Ｐ）,458,−,−,−,3395x1475x1620mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.8km/リットル,−,1,1,5,5,無し
1640,スズキ,スペーシアギア,https://www.goo-net.com/usedcar/spread/goo/16/965022080600710067005.html,199.9万円,210.3万円,6km,1,1,2025年7月,2022,660,4,2WD,ハイブリッド,5D,インパネAT,0,ウッディブラウンメタリック,678,−,−,−,3395x1475x1800mm,880,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,21.2km/リットル,28.2km/リットル,−,1,0,5,5,無し
1641,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/15/700020644730220921002.html,92.8万円,103.5万円,0.3万km,0,1,2024年9月,2021,660,4,2WD,ガソリン,5D,インパネAT,0,ブラック,710,寒冷地仕様,339,−,3395x1475x1500mm,670,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,25km/リットル,34.2km/リットル,−,1,1,5,5,有 軽度
1642,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/13/961022092300700590001.html,71.5万円,85.9万円,5.7万km,0,0,車検整備付,2019,660,4,2WD,ガソリン,5D,AT,0,パール,431,−,−,−,3395x1475x1650mm,770,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,33.4km/リットル,−,0,1,3,4,無し
1643,スズキ,ワゴンＲスマイル,https://www.goo-net.com/usedcar/spread/goo/10/965022071600310464007.html,169.7万円,178.5万円,0.3万km,0,1,2024年10月,2021,660,4,4WD,ハイブリッド,5D,インパネAT,0,オフブルーメタリック,173,−,−,−,3395x1475x1695mm,910,フルタイム４WD,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,23.6km/リットル,27.8km/リットル,−,1,1,5,5,無し
1644,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/19/965022080709800388004.html,125.9万円,133.6万円,1.8万km,0,1,2023年4月,2018,660,4,2WD,ガソリン,5D,CVT,0,プレミアムオリーブ（Ｍ）,814,−,−,−,3395x1475x1775mm,930,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,4,4,無し
1645,スズキ,ジムニー,https://www.goo-net.com/usedcar/spread/goo/10/965022091600300112007.html,249.7万円,261.9万円,10km,1,1,2025年8月,2022,660,4,4WD,ガソリン,3D,インパネAT,0,ジャングルグリーン,384,−,−,−,3395x1475x1725mm,1030,パートタイム４WD,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,16.2km/リットル,−,−,1,0,5,5,無し
1646,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/19/965022072406300710007.html,129.9万円,137.2万円,0.7万km,0,1,2023年6月,2020,660,4,2WD,ガソリン,5D,インパネAT,0,ホライズンシーブルー・パール＆ホワイト,36,−,−,−,3395x1475x1675mm,850,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,23.2km/リットル,29.0km/リットル,−,1,1,5,5,無し
1647,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/16/965022091600710099003.html,209.9万円,218.3万円,0.6万km,0,1,2024年2月,2021,660,4,2WD,ガソリン,5D,インパネAT,1,メテオロイドグレー・メタリック,395,−,−,−,3395x1475x1790mm,930,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,20.2km/リットル,25.0km/リットル,−,1,1,5,5,無し
1648,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/18/965022090101301122001.html,119.9万円,128.5万円,5.2万km,0,1,2024年5月,2017,660,4,2WD,ガソリン,5D,インパネAT,1,ホワイトパール（３Ｐ）／ブラック（Ｐ）２トーン,232,−,−,−,3395x1475x1775mm,950,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,−,−,1,1,4,4,無し
1649,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/18/700130099830211211005.html,132.9万円,148万円,8km,1,1,2024年10月,2021,660,4,2WD,ハイブリッド,5D,CVT,0,シルバー,212,−,−,−,3395x1475x1785mm,870,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,28.2km/リットル,−,1,1,5,5,無し
1650,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/16/965022052900708715004.html,89.9万円,97.4万円,3.7万km,0,1,2022年12月,2017,660,4,2WD,ハイブリッド,5D,インパネAT,0,スチールシルバーメタリック,242,−,−,−,3395x1475x1650mm,790,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,33.4km/リットル,−,1,1,5,5,無し
1651,スズキ,パレットＳＷ,https://www.goo-net.com/usedcar/spread/goo/19/965022091609800388003.html,59.9万円,71.2万円,4.8万km,0,1,車検整備付,2009,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイト,28,−,−,−,3395x1475x1735mm,930,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,19.6km/リットル,21.5km/リットル,1,1,4,4,無し
1652,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/19/965022092500804687006.html,204.7万円,213.9万円,0.2万km,0,1,2025年2月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,クリスタルブラック・パール,765,−,−,−,3395x1475x1790mm,910,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,1,5,5,無し
1653,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/10/965022072900300112002.html,158.7万円,168.9万円,6km,1,1,2025年5月,2022,660,4,4WD,ガソリン,5D,インパネAT,0,シフォンアイボリーメタリック,969,−,−,−,3395x1475x1525mm,730,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,33.2km/リットル,−,1,0,5,5,無し
1654,スズキ,ワゴンＲスマイル,https://www.goo-net.com/usedcar/spread/goo/14/965022082901200923009.html,169.9万円,179.7万円,10km,1,1,2024年9月,2021,660,4,2WD,ハイブリッド,5D,インパネAT,0,インディゴブルーメタリック２,253,−,−,−,3395x1475x1695mm,860,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25.1km/リットル,29.2km/リットル,−,1,0,4,5,無し
1655,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/12/965022082600400383008.html,158.9万円,166.9万円,0.2万km,0,1,2024年1月,2021,660,4,2WD,ハイブリッド,5D,インパネAT,0,アメジストブラックパール,340,−,−,−,3395x1475x1640mm,860,FF,無鉛レギュラーガソリン,52ps(38kW)/6400rpm,21.2km/リットル,28.6km/リットル,−,1,1,5,5,無し
1656,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/15/965022063000204285003.html,178.9万円,191.7万円,6km,1,1,2025年6月,2022,660,4,2WD,ガソリン,5D,インパネAT,1,レイクブルーメタリック,3,−,−,−,3395x1475x1630mm,840,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,20.2km/リットル,25.4km/リットル,−,1,0,5,5,無し
1657,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/14/965022040700400383007.html,139.9万円,150.1万円,4km,1,1,2024年12月,2021,660,4,2WD,ハイブリッド,5D,インパネAT,0,ブルーイッシュブラックパール３,535,−,−,−,3395x1475x1785mm,850,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,30.0km/リットル,−,1,0,5,5,無し
1658,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/10/965022082500300112002.html,119.7万円,128.3万円,2.5万km,0,1,2024年6月,2019,660,4,4WD,ハイブリッド,5D,インパネAT,0,スパークリングレッド（Ｍ）,587,−,−,−,3395x1475x1660mm,900,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6400rpm,18.8km/リットル,25.4km/リットル,−,1,1,5,5,無し
1659,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/15/965022090300207965006.html,144.9万円,155.9万円,1.1万km,0,1,車検整備付,2019,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックマイカメタリック,376,−,−,−,3395x1475x1750mm,930,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,5,4,無し
1660,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/10/965022091000310464003.html,159.7万円,167.9万円,0.7万km,0,1,2023年10月,2021,660,4,4WD,ハイブリッド,5D,インパネAT,0,ピュアホワイトパール,487,−,−,−,3395x1475x1785mm,900,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,26.4km/リットル,−,1,1,5,5,無し
