index,メーカー,モデル名,url,本体価格,支払価格,走行距離,登録済未使用車,禁煙車,車検,年式（初度登録）,排気量,乗車定員,駆動方式,燃料,ドア,ミッション,過給器,車体色,車台番号下3桁,その他仕様,全体のサイズ,荷台寸法,全長×全幅×全高,車両重量,駆動形式,使用燃料,最高出力,WLTCモード燃費,JC08モード燃費,10/15モード燃費,保証,法定整備,外装,内装,修復歴
12,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/19/700080243630220311001.html,99万円,105万円,3.0万km,0,1,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,1,ブルーＭ,41,−,−,−,3395x1475x1620mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,21.4km/リットル,−,0,1,4,4,無し
13,ダイハツ,ミラココア,https://www.goo-net.com/usedcar/spread/goo/15/939022060600600060001.html,63万円,70万円,7.4万km,0,0,2024年1月,2013,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト３,61,−,−,−,3395x1475x1560mm,810,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,26.0km/リットル,27.5km/リットル,1,1,4,4,無し
14,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/13/939022072300510473001.html,63万円,72.8万円,6.0万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,CVT,1,タングステングレーＭ,132,−,−,−,3395x1475x1620mm,850,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,−,22.0km/リットル,1,1,4,4,無し
15,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/18/939022013101301131001.html,89.8万円,97.8万円,4.6万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト,740,−,−,−,3395x1475x1620mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,29.0km/リットル,−,1,1,5,4,無し
16,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/18/939022061401301131005.html,89.8万円,97.8万円,4.5万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,ブライトシルバーＭ,378,−,−,−,3395x1475x1750mm,930,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,4,3,無し
17,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/19/700080263830211210002.html,59.6万円,75万円,8.7万km,0,0,車検整備付,2014,660,4,2WD,ガソリン,5D,インパネAT,0,パールホワイト,737,福祉車両,−,−,,,,ガソリン,,,,,1,1,3,3,無し
18,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/15/700060139530220914002.html,139.8万円,143.8万円,1.2万km,0,0,2023年8月,2020,660,4,2WD,ハイブリッド,5D,インパネAT,1,グレーＭ,829,−,−,−,3395x1475x1640mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/5600rpm,19.2km/リットル,25.2km/リットル,−,1,1,4,4,無し
19,ホンダ,Ｎ−ＷＧＮ,https://www.goo-net.com/usedcar/spread/goo/13/917022080600550660001.html,99.8万円,105.6万円,1.1万km,0,0,2023年3月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,ブリリアントスポーティブルーメタリック,673,−,−,−,3395x1475x1655mm,830,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,29.4km/リットル,−,1,1,4,4,無し
20,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/12/700040079730220616001.html,125万円,145万円,0.8万km,0,0,車検整備付,2018,660,4,2WD,ガソリン,5D,AT,0,ブラックＭ,511,−,−,−,3395x1475x1790mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,5,無し
21,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/700250628830220804004.html,165.4万円,179.9万円,6km,1,1,2025年2月,2022,660,4,2WD,ガソリン,5D,インパネAT,0,レーザーブルークリスタルシャイン,272,−,−,−,3395x1475x1755mm,900,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,21km/リットル,27.2km/リットル,−,1,0,5,5,無し
22,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/700050072330220518001.html,95.8万円,103.7万円,5.6万km,0,0,2024年5月,2018,660,4,2WD,ガソリン,5D,CVT,0,パールホワイト,530,−,−,−,3395x1475x1750mm,930,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,5,4,無し
23,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/11/917022032200900064002.html,135万円,143.5万円,1.1万km,0,1,2023年7月,2018,660,4,2WD,ガソリン,5D,インパネAT,0,ルナシルバー・メタリック,362,−,−,−,3395x1475x1790mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,5,5,無し
24,ダイハツ,アトレーワゴン,https://www.goo-net.com/usedcar/spread/goo/13/700058059730220721001.html,60.5万円,63.8万円,8.0万km,0,0,2023年2月,2012,660,4,2WD,ガソリン,5D,4AT,0,プラムブラウンクリスタルマイカ,561,−,−,−,3395x1475x1875mm,990,FR,無鉛レギュラーガソリン,64ps(47kW)/5700rpm,−,−,15.2km/リットル,0,0,3,3,無し
25,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/19/700080400330210806002.html,119.9万円,137.9万円,20km,1,0,2024年2月,2021,660,4,2WD,ガソリン,5D,CVT,0,ブラウンＭ,340,−,−,−,3395x1475x1525mm,680,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,25.2km/リットル,30.2km/リットル,−,1,0,5,5,無し
26,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/11/980022062100902396001.html,69.9万円,--万円,7.1万km,0,0,なし,2011,660,4,4WD,ガソリン,5D,インパネAT,0,ブラウン,213,−,−,−,3395x1475x1520mm,850,フルタイム４WD,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,22.0km/リットル,23.0km/リットル,0,0,4,4,無し
27,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/700012276430220506017.html,117.7万円,132.2万円,6km,1,1,2025年2月,2022,660,4,2WD,ガソリン,5D,CVT,0,シャイニングホワイトパール,382,−,−,−,3395x1475x1755mm,880,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,21.2km/リットル,27.2km/リットル,−,1,0,5,5,無し
28,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/700056084930220808002.html,115万円,125.8万円,1.5万km,0,1,2024年8月,2017,660,4,2WD,ガソリン,5D,CVT,0,ライトブルーＭ,778,寒冷地仕様,−,−,3395x1475x1750mm,930,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,4,5,無し
29,„Ū„ó„Ą,£Ī”Ż£Ļ£Ī£Å,https://www.goo-net.com/usedcar/spread/goo/19/700080428830220823001.html,46.8万円,59.8万円,10.2万km,0,0,車検整備付,2013,660,4,2WD,ガソリン,5D,インパネAT,0,ピンク,5,−,−,−,3395x1475x1610mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,3,4,無し
30,ダイハツ,ミラカスタム,https://www.goo-net.com/usedcar/spread/goo/12/700012605330220821001.html,33万円,46.2万円,4.2万km,0,1,車検整備付,2007,660,4,2WD,ガソリン,5D,インパネAT,0,プラムブラウンクリスタルマイカ,844,−,−,−,3395x1475x1530mm,810,FF,無鉛レギュラーガソリン,58ps(43kW)/7200rpm,−,−,25.5km/リットル,1,1,4,4,無し
31,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/10/700030251230220805001.html,153万円,166万円,0.7万km,0,0,2023年7月,2021,660,4,4WD,ガソリン,5D,CVT,0,フォーンベージュメタリック,803,寒冷地仕様,−,−,3395x1475x1525mm,730,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,23.4km/リットル,28.6km/リットル,−,1,1,5,5,無し
32,日産,ルークス,https://www.goo-net.com/usedcar/spread/goo/13/700054101730201225001.html,37.8万円,48万円,8.8万km,0,0,車検整備付,2011,660,4,2WD,ガソリン,5D,インパネAT,0,ブラック,437,−,−,−,3395x1475x1735mm,920,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,20.2km/リットル,22.5km/リットル,1,1,3,4,無し
33,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/13/700050648430220331004.html,245.9万円,254.7万円,422km,0,0,2025年2月,2022,660,4,2WD,ガソリン,5D,6MT,1,プレミアムイエローパール２×ブラック,844,−,−,−,3395x1475x1545mm,860,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,21.8km/リットル,25.6km/リットル,−,1,1,5,5,無し
34,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/11/700090095930220825001.html,59.8万円,73.7万円,4.5万km,0,0,2022年10月,2017,660,4,2WD,ガソリン,5D,CVT,0,ライトブルー,255,−,−,−,3395x1475x1500mm,650,FF,無鉛レギュラーガソリン,49ps(36kW)/6800rpm,−,35.2km/リットル,−,1,1,5,4,無し
35,ダイハツ,アトレーワゴン,https://www.goo-net.com/usedcar/spread/goo/13/700056143030211006002.html,209万円,226.5万円,3.6万km,0,0,2022年11月,2017,660,4,4WD,ガソリン,5D,4AT,0,パールホワイトＩＩＩ,801,キャンピングカー,339,−,,,,ガソリン,,,,187,1,0,4,4,無し
36,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/15/700020775630220523001.html,103万円,112万円,5.8万km,0,1,2024年3月,2015,660,4,2WD,ガソリン,5D,インパネAT,0,ブラックＩＩ,13,−,−,−,3395x1475x1665mm,770,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,24.4km/リットル,−,1,1,4,4,無し
37,マツダ,キャロル,https://www.goo-net.com/usedcar/spread/goo/13/954022092000504876001.html,35.8万円,52.3万円,1.5万km,0,0,車検整備付,2009,660,4,2WD,ガソリン,5D,AT,0,ベージュ,159,−,−,−,3395x1475x1500mm,770,FF,無鉛レギュラーガソリン,54ps(40kW)/6500rpm,−,−,21.5km/リットル,1,1,4,4,無し
38,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/13/939022041400503242001.html,98万円,105.2万円,2.8万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,パッションオレンジ／スペリアホワイト,887,−,−,−,3395x1475x1665mm,800,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,29.2km/リットル,−,1,1,5,4,無し
39,ダイハツ,ウェイク,https://www.goo-net.com/usedcar/spread/goo/15/939022011500205157005.html,165.5万円,173.5万円,0.8万km,0,0,2024年6月,2021,660,4,2WD,ガソリン,5D,CVT,1,シャイニングホワイトパール,579,−,−,−,3395x1475x1835mm,1020,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,16.9km/リットル,−,−,1,1,5,4,無し
40,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/16/906022092600700622005.html,103.4万円,109.9万円,1.1万km,0,0,車検整備付,2019,660,4,2WD,ガソリン,5D,インパネAT,0,ブラック,931,−,−,−,3395x1475x1775mm,930,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,4,5,無し
41,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/10/917022042900300644001.html,129万円,134.3万円,2.5万km,0,0,2023年2月,2020,660,4,4WD,ガソリン,5D,インパネAT,0,ミラノレッド,790,寒冷地仕様,339,−,3395x1475x1725mm,920,フルタイム４WD,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,25.4km/リットル,−,1,1,3,5,無し
42,ダイハツ,ムーヴキャンバス,https://www.goo-net.com/usedcar/spread/goo/15/939022032500708596001.html,123万円,132万円,5.7万km,0,0,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,スムースグレーマイカＭ,954,−,−,−,3395x1475x1655mm,920,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.6km/リットル,−,1,1,4,4,無し
43,ホンダ,Ｎ−ＢＯＸ＋カスタム,https://www.goo-net.com/usedcar/spread/goo/12/700040271130160606002.html,69.9万円,79.9万円,6.6万km,0,0,なし,2012,660,4,2WD,ガソリン,5D,CVT,0,ガンＭ,57,−,−,−,3395x1475x1780mm,1000,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,21.2km/リットル,−,1,0,3,4,有 軽度
44,スズキ,ワゴンＲスティングレー,https://www.goo-net.com/usedcar/spread/goo/12/700040014230211204004.html,39.8万円,55.6万円,5.6万km,0,0,なし,2013,660,4,2WD,ガソリン,5D,CVT,0,レッド,732,−,−,−,3395x1475x1660mm,820,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,26.8km/リットル,−,0,0,4,4,無し
45,ЅлЅѓЅР,ЃЮЁнЃТЃЯЃиЅЋЅЙЅПЅр,https://www.goo-net.com/usedcar/spread/goo/12/700040412830220807001.html,178万円,189.6万円,1.5万km,0,1,車検整備付,2019,660,4,2WD,ガソリン,5D,CVT,0,プレミアムベルベットパープル・パール,832,−,−,−,3395x1475x1790mm,960,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.0km/リットル,−,1,1,4,4,無し
46,ホンダ,Ｎ−ＢＯＸ＋,https://www.goo-net.com/usedcar/spread/goo/13/700053016030220517002.html,74万円,89万円,1.7万km,0,0,2023年10月,2012,660,4,2WD,ガソリン,5D,インパネAT,0,ブルー,607,−,−,−,3395x1475x1780mm,1000,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,21.2km/リットル,−,1,0,3,3,無し
47,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/12/700040079730220128001.html,146万円,156.8万円,5km,1,0,2025年1月,2022,660,4,2WD,ガソリン,5D,CVT,0,ライトブルー,849,−,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,20.5km/リットル,25.7km/リットル,−,1,1,5,5,無し
48,スズキ,ワゴンＲ,https://www.goo-net.com/usedcar/spread/goo/13/971022090700570043002.html,104.5万円,110.1万円,0.4万km,0,0,2024年8月,2021,660,4,2WD,ハイブリッド,5D,インパネAT,0,シルキーシルバーメタリック,37,−,−,−,3395x1475x1650mm,770,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,25.2km/リットル,31.0km/リットル,−,1,1,4,4,無し
49,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/13/700050982430220825007.html,104.5万円,107.8万円,3.5万km,0,0,2023年12月,2014,660,4,2WD,ガソリン,5D,インパネAT,1,フェニックスレッドパールＩＩ,769,−,−,−,3395x1475x1665mm,820,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,26.8km/リットル,−,1,1,4,4,無し
50,スズキ,エブリイワゴン,https://www.goo-net.com/usedcar/spread/goo/19/700080181030220913001.html,89.8万円,--万円,4.4万km,0,0,2023年7月,2012,660,4,2WD,ガソリン,5D,4AT,1,パールホワイト,822,−,−,−,3395x1475x1795mm,990,FR,無鉛レギュラーガソリン,64ps(47kW)/6500rpm,−,−,15.0km/リットル,0,0,3,3,無し
51,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/917022090300503347005.html,149.8万円,157.4万円,3.6万km,0,0,車検整備付,2019,660,4,2WD,ガソリン,5D,インパネAT,1,クリスタルブラックパール,857,−,−,−,3395x1475x1790mm,930,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,25.0km/リットル,−,1,1,4,5,無し
52,ダイハツ,タフト,https://www.goo-net.com/usedcar/spread/goo/13/939022091900709031002.html,134万円,141万円,0.4万km,0,0,2025年2月,2022,660,4,2WD,ガソリン,5D,CVT,0,コンパーノレッド,208,−,−,−,3395x1475x1630mm,830,FF,無鉛レギュラーガソリン,52ps(38kW)/6900rpm,20.5km/リットル,25.7km/リットル,−,1,1,5,5,無し
53,スズキ,スペーシア,https://www.goo-net.com/usedcar/spread/goo/15/700060218130210716011.html,143.8万円,160.8万円,4km,1,0,2024年5月,2021,660,4,2WD,ハイブリッド,5D,インパネAT,0,ブルーイッシュブラックパール,917,−,−,−,3395x1475x1785mm,870,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,28.2km/リットル,−,0,1,5,5,無し
54,ホンダ,Ｎ−ＢＯＸカスタム,https://www.goo-net.com/usedcar/spread/goo/13/700054010630200107004.html,134.8万円,147.3万円,1.7万km,0,1,車検整備付,2018,660,4,2WD,ガソリン,5D,CVT,0,ブルーＭ,830,−,−,−,3395x1475x1790mm,930,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,27.0km/リットル,−,1,1,4,5,無し
55,ホンダ,Ｎ−ＢＯＸ,https://www.goo-net.com/usedcar/spread/goo/13/700250628830220909001.html,134.9万円,149.4万円,4km,1,1,2025年4月,2022,660,4,2WD,ガソリン,5D,CVT,0,クリスタルブラックパール,955,−,−,−,3395x1475x1790mm,890,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,21.2km/リットル,27.0km/リットル,−,1,0,5,5,無し
56,ホンダ,Ｎ−ＯＮＥ,https://www.goo-net.com/usedcar/spread/goo/13/700050081130210722003.html,62.5万円,68.2万円,4.2万km,0,0,車検整備付,2014,660,4,2WD,ガソリン,5D,CVT,0,イエロー,412,−,−,−,3395x1475x1610mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,28.4km/リットル,−,1,1,4,4,有 軽度
57,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/12/700040271130160411002.html,19.9万円,29.9万円,12.3万km,0,0,なし,2007,660,4,4WD,ガソリン,5D,3AT,0,オレンジ,457,−,−,−,,,,ガソリン,,,,,1,0,4,4,無し
58,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/17/939022072800708866002.html,112万円,120.5万円,3.4万km,0,1,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,ライトローズマイカＭ２,688,−,−,−,3395x1475x1750mm,930,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,28.0km/リットル,−,1,1,5,4,無し
59,三菱,ｅＫカスタム,https://www.goo-net.com/usedcar/spread/goo/12/700040014230220327003.html,49.8万円,65.6万円,4.4万km,0,0,2023年2月,2014,660,4,2WD,ガソリン,5D,CVT,0,パープル,967,−,−,−,3395x1475x1620mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.8km/リットル,−,0,0,4,3,無し
60,日産,デイズ,https://www.goo-net.com/usedcar/spread/goo/15/700020245030220620002.html,49.9万円,57.6万円,7.5万km,0,1,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,スパークリングレッドＭ,775,−,−,−,3395x1475x1620mm,830,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,26.8km/リットル,−,1,1,4,4,無し
61,ホンダ,Ｎ−ＷＧＮカスタム,https://www.goo-net.com/usedcar/spread/goo/13/700050010430220821001.html,89.8万円,105.7万円,5.9万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,プレミアムホワイトパール,127,−,−,−,3395x1475x1655mm,840,FF,無鉛レギュラーガソリン,58ps(43kW)/7300rpm,−,29.4km/リットル,−,1,1,4,4,無し
62,ダイハツ,ミライース,https://www.goo-net.com/usedcar/spread/goo/11/965022092400900105001.html,39万円,49.8万円,7.5万km,0,0,車検整備付,2013,660,4,4WD,ガソリン,5D,CVT,0,ブライトシルバーメタリック,229,−,−,−,3395x1475x1500mm,790,フルタイム４WD,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,30.4km/リットル,−,1,1,4,4,無し
63,スズキ,アルトラパン,https://www.goo-net.com/usedcar/spread/goo/13/700250692730220118001.html,94.8万円,--万円,2.3万km,0,0,なし,2017,660,4,2WD,ガソリン,5D,CVT,0,レッドＭ,75,−,−,−,3395x1475x1525mm,680,FF,無鉛レギュラーガソリン,52ps(38kW)/6500rpm,−,35.6km/リットル,−,1,0,4,4,無し
64,スズキ,スペーシアカスタム,https://www.goo-net.com/usedcar/spread/goo/12/700040288930211217001.html,59.8万円,74万円,9.4万km,0,0,車検整備付,2015,660,4,2WD,ガソリン,5D,CVT,0,ブルーイッシュブラックパール３,827,−,−,−,3395x1475x1735mm,900,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,26.0km/リットル,−,1,1,4,4,無し
65,ダイハツ,タント,https://www.goo-net.com/usedcar/spread/goo/13/939022090300503026002.html,95万円,102.3万円,1.9万km,0,1,2023年11月,2014,660,4,2WD,ガソリン,5D,CVT,1,ファイアークォーツレッドＭ,587,−,−,−,3395x1475x1750mm,940,FF,無鉛レギュラーガソリン,64ps(47kW)/6400rpm,−,26.0km/リットル,−,1,1,5,4,無し
66,日産,デイズルークス,https://www.goo-net.com/usedcar/spread/goo/15/906022083100201555001.html,88万円,93.3万円,4.7万km,0,0,2023年12月,2016,660,4,2WD,ガソリン,5D,インパネAT,0,ゴールド,224,−,−,−,3395x1475x1775mm,940,FF,無鉛レギュラーガソリン,49ps(36kW)/6500rpm,−,22.0km/リットル,−,1,1,3,4,無し
67,スズキ,ハスラー,https://www.goo-net.com/usedcar/spread/goo/16/971022080500706902002.html,108万円,120万円,6.0万km,0,0,車検整備付,2017,660,4,2WD,ハイブリッド,5D,CVT,0,キャンディピンクメタリック,231,−,−,−,3395x1475x1665mm,820,FF,無鉛レギュラーガソリン,64ps(47kW)/6000rpm,−,27.8km/リットル,−,1,1,5,4,無し
68,スズキ,スペーシアカスタム,https://www.goo-net.com/usedcar/spread/goo/11/700090395030220626001.html,85.9万円,--万円,1.3万km,0,0,なし,2013,660,4,2WD,ガソリン,5D,CVT,0,レッドＭ,586,−,−,−,3395x1475x1735mm,870,FF,無鉛レギュラーガソリン,52ps(38kW)/6000rpm,−,27.8km/リットル,−,0,0,4,5,無し
69,ダイハツ,ムーヴ,https://www.goo-net.com/usedcar/spread/goo/13/700050324430220919001.html,98万円,110万円,0.9万km,0,1,車検整備付,2017,660,4,2WD,ガソリン,5D,CVT,0,ブラック,39,寒冷地仕様,−,−,3395x1475x1630mm,820,FF,無鉛レギュラーガソリン,52ps(38kW)/6800rpm,−,31.0km/リットル,−,1,1,4,5,無し
